post_id,content,timestamp,created_at,date,username,platform,scraped_at,url,likes,retweets,is_tariff_related,confidence,tariff_type,countries_mentioned,tariff_percentage,sentiment,key_phrases,explanation
_0,"""Trump on TikTok"" infographic highlighting @realDonaldTrump as the most followed among world leaders and politicians with 15 million followers and 1.4 billion views; @teamTrump has 8 million followers …",,,,@realDonaldTrump,Truth Social,2025-10-18T17:14:37.044459,,0,0,False,95,None,,,Neutral,,|Social media metrics about TikTok followers - no trade or tariff content
_0,"The White House@WhiteHouse·May 14, 2025, 12:16 PM“The gleaming marbles of Riyadh and Abu Dhabi were not created by the so-called nation builders, neocons, or liberal nonprofits. The birth of a modern Middle East has been brought by the people of the region themselves. Peace, prosperity, and progress ultimately came not from a radical rejection of your heritage, but rather from embracing your national traditions and embracing that same heritage that you love so dearly.” –President @realDonaldTrump 🇺🇸🇸🇦",,,,@realDonaldTrump,Truth Social,2025-10-18T17:17:55.405786,,0,0,False,98,None,,,Neutral,,|Quote about Middle East development and nation building - no trade or tariff content
_0,"“The gleaming marbles of Riyadh and Abu Dhabi were not created by the so-called nation builders, neocons, or liberal nonprofits. The birth of a modern Middle East has been brought by the people of the region themselves. Peace, prosperity, and progress ultimately came not from a radical rejection of your heritage, but rather from embracing your national traditions and embracing that same heritage that you love so dearly.” –President @realDonaldTrump 🇺🇸🇸🇦",,,,@realDonaldTrump,Truth Social,2025-10-18T17:17:55.405826,,0,0,False,98,None,,,Neutral,,|Quote about Middle East development and heritage - no trade or tariff content
_0,"To everyone complaining about this gift: How about the Resolute Desk aka Hayes Desk that was gifted to President Hayes from Queen Victoria in 1880?What about the Statue of Liberty which was gifted from France in1886?Be truthful, it is ONLY because it is President",,,,@realDonaldTrump,Truth Social,2025-10-18T17:17:55.414463,,0,0,False,95,None,,,Neutral,,|Discussion about historical gifts to presidents - no trade or tariff content
_0,"Rapid Response 47@rapidresponse47·June 24, 2025, 2:54 PMPresident @realDonaldTrump greets King Willem-Alexander and Queen Máxima of the Netherlands",,,,@realDonaldTrump,Truth Social,2025-10-18T17:18:45.003166,,0,0,False,98,None,,,Neutral,,|Diplomatic greeting with Netherlands royalty - no trade or tariff content
_0,President @realDonaldTrump greets King Willem-Alexander and Queen Máxima of the Netherlands,,,,@realDonaldTrump,Truth Social,2025-10-18T17:18:45.003204,,0,0,False,98,None,,,Neutral,,|Diplomatic greeting with Netherlands royalty - no trade or tariff content
_0,"Thank God @realDonaldTrump acted quickly to send in more law enforcement officials to Los Angeles - he saved us. The riots would have gone on for days with hundreds of millions of dollars in damage. Gavin Newsom has now rushed to the San Francisco courts, not Los Angeles, to find the most Left wing judges to play politics.",,,,@realDonaldTrump,Truth Social,2025-10-18T17:19:09.723457,,0,0,False,97,None,,,Neutral,,|Domestic law enforcement response in Los Angeles - no trade or tariff content
_0,"Roger Stone@RealRogerStone·June 2, 2025, 5:02 PMThe new presidential portrait of one of the most consequential presidents in world history.The greatest single title that history can bestow is that of peacemaker. The American people elected @realDonaldTrump as the Peace Candidate and he is living up to that title—despite the Deep State’s efforts to ignite World War III.",,,,@realDonaldTrump,Truth Social,2025-10-18T17:19:24.911757,,0,0,False,98,None,,,Neutral,,|Presidential portrait and peacemaker commentary - no trade or tariff content
_0,The new presidential portrait of one of the most consequential presidents in world history.The greatest single title that history can bestow is that of peacemaker. The American people elected @realDonaldTrump as the Peace Candidate and he is living up to that title—despite the Deep State’s efforts to ignite World War III.,,,,@realDonaldTrump,Truth Social,2025-10-18T17:19:24.911794,,0,0,False,98,None,,,Neutral,,|Presidential portrait and peacemaker commentary - no trade or tariff content
_0,"Rapid Response 47@rapidresponse47·July 31, 2025, 4:44 PMPresident @realDonaldTrump: ""I'm pleased to announce that we're officially restoring the Presidential Fitness Test and the Presidential Fitness Award.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:19:31.876201,,0,0,False,99,None,,,Neutral,,|Announcement about Presidential Fitness Test restoration - no trade or tariff content
_0,"President @realDonaldTrump: ""I'm pleased to announce that we're officially restoring the Presidential Fitness Test and the Presidential Fitness Award.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:19:31.876236,,0,0,False,95,None,,,Neutral,,|Tweet about Presidential Fitness Test - no trade/tariff content
_0,"Rapid Response 47@rapidresponse47·July 9, 2025, 1:30 PMPresident @realDonaldTrump is already working very hard in favor of peace throughout the world with no distinction, no regard to what continent it's on... and our world needs more peace,"" says Mauritania President Mohamed Ould Ghazouani.",,,,@realDonaldTrump,Truth Social,2025-10-18T17:20:14.383425,,0,0,False,95,None,,,Neutral,,|Tweet about peace efforts in Mauritania - no trade/tariff content
_0,"President @realDonaldTrump is already working very hard in favor of peace throughout the world with no distinction, no regard to what continent it's on... and our world needs more peace,"" says Mauritania President Mohamed Ould Ghazouani.",,,,@realDonaldTrump,Truth Social,2025-10-18T17:20:14.383467,,0,0,False,95,None,,,Neutral,,|Tweet about peace efforts in Mauritania - no trade/tariff content
_0,"Rapid Response 47@rapidresponse47·July 3, 2025, 9:32 PMPresident @realDonaldTrump: ""As President of the United States, I am proclaiming here and now that America is NEVER going Communist in any way, shape, form — and that includes New York City.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:20:26.585078,,0,0,False,95,None,,,Neutral,,|Tweet about communism and New York City - no trade/tariff content
_0,"President @realDonaldTrump: ""As President of the United States, I am proclaiming here and now that America is NEVER going Communist in any way, shape, form — and that includes New York City.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:20:26.585126,,0,0,False,95,None,,,Neutral,,|Tweet about communism and New York City - no trade/tariff content
_0,"Rapid Response 47@rapidresponse47·September 23, 2025, 10:39 AMPresident @realDonaldTrump: ""Not only is the U.N. not solving the problems it should—too often, it is actually creating NEW problems.... The United Nations is FUNDING an assault on Western countries and their borders... The U.N. is supposed to STOP invasions—not CREATE them and not FINANCE them.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:21:51.566170,,0,0,False,95,None,,,Neutral,,|Tweet about UN funding border issues - no trade/tariff content
_0,"President @realDonaldTrump: ""Not only is the U.N. not solving the problems it should—too often, it is actually creating NEW problems.... The United Nations is FUNDING an assault on Western countries and their borders... The U.N. is supposed to STOP invasions—not CREATE them and not FINANCE them.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:21:51.566209,,0,0,False,95,None,,,Neutral,,|Tweet about UN funding border issues - no trade/tariff content
_0,"Rapid Response 47@rapidresponse47·September 21, 2025, 7:18 PMPresident @realDonaldTrump: ""We grieve for the friend and leader we have lost. But we go forward strengthened by his faith, bolstered by his courage, and inspired by his example to defend the country he lived for, for the freedoms he died for, and the values in which he so deeply believed.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:21:57.783707,,0,0,False,95,None,,,Neutral,,|Memorial/tribute tweet about a fallen leader - no trade/tariff content
_0,"President @realDonaldTrump: ""We grieve for the friend and leader we have lost. But we go forward strengthened by his faith, bolstered by his courage, and inspired by his example to defend the country he lived for, for the freedoms he died for, and the values in which he so deeply believed.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:21:57.783749,,0,0,False,95,None,,,Neutral,,|Memorial/tribute tweet about a fallen leader - no trade/tariff content
_0,"Rapid Response 47@rapidresponse47·October 13, 2025, 1:18 PMPakistani Prime Minister Shehbaz Sharif praises President @realDonaldTrump at the Gaza Peace Summit: ""Mr. President, I would like to salute you for your exemplary leadership — visionary leadership — and I think that you're the man this world needed most at this point in time.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:26.151190,,0,0,False,95,None,,,Neutral,,|Tweet about Gaza Peace Summit with Pakistani PM - no trade/tariff content
_0,"Pakistani Prime Minister Shehbaz Sharif praises President @realDonaldTrump at the Gaza Peace Summit: ""Mr. President, I would like to salute you for your exemplary leadership — visionary leadership — and I think that you're the man this world needed most at this point in time.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:26.151233,,0,0,False,95,None,,,Neutral,,"|These tweets praise Trump's leadership regarding Gaza/Middle East peace, no trade/tariff content"
_0,"Rapid Response 47@rapidresponse47·October 13, 2025, 8:16 AMPresident @realDonaldTrump: ""Generations from now, this will be remembered as the moment that everything began to change... Like the USA right now, it will be the GOLDEN AGE of Israel and the Golden Age of the Middle East.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:32.231654,,0,0,False,95,None,,,Neutral,,"|Quote about ""Golden Age"" of Israel and Middle East, no trade/tariff content"
_0,"President @realDonaldTrump: ""Generations from now, this will be remembered as the moment that everything began to change... Like the USA right now, it will be the GOLDEN AGE of Israel and the Golden Age of the Middle East.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:32.231696,,0,0,False,95,None,,,Neutral,,"|Repeat of Golden Age quote about Israel/Middle East, no trade/tariff content"
_0,"Rapid Response 47@rapidresponse47·October 5, 2025, 5:14 PM""The U.S. Navy always stands for America. As Commander-in-Chief, I will always stand up you,"" says President @realDonaldTrump.""I want you to know that, despite the current Democrat-induced shutdown, we will get our service members every last penny.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:38.503019,,0,0,False,95,None,,,Neutral,,"|About U.S. Navy and government shutdown, no trade/tariff content"
_0,"""The U.S. Navy always stands for America. As Commander-in-Chief, I will always stand up you,"" says President @realDonaldTrump.""I want you to know that, despite the current Democrat-induced shutdown, we will get our service members every last penny.""",,,,@realDonaldTrump,Truth Social,2025-10-18T17:22:38.503057,,0,0,False,95,None,,,Neutral,,"|Repeat about U.S. Navy and government shutdown, no trade/tariff content"
2025-01-01_0,"When I said that the criminals coming in are far worse than the criminals we have in our country, that statement was constantly refuted by Democrats and the Fake News Media, but it turned out to be true. The crime rate in our country is at a level that nobody has ever seen before. Our hearts are with all of the innocent victims and their loved ones, including the brave officers of the New Orleans Police Department. The Trump Administration will fully support the City of New Orleans as they investigate and recover from this act of pure evil!","January 1, 2025, 10:48 AM",2025-01-01T10:48:00,2025-01-01,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.108773,,0,0,False,98,None,,,Neutral,,"|About crime rates and New Orleans incident, no trade/tariff content"
2025-01-03_0,"Trump on TikTok content performance statistics include 36 billion total views of #trump, 15 billion views of #donaldtrump, and 10 billion views of #trump2024. Average views per post are 6 …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,98,None,,,Neutral,,"|TikTok performance statistics, no trade/tariff content"
2025-01-03_1,"I am pleased to announce the amazing Team that will be working in conjunction with our United States Secretary of the Treasury Nominee, Scott Bessent. All of them are incredible, hardworking Patriots, who will work tirelessly to, MAKE AMERICA GREAT AGAIN: Ken Kies will be Assistant Secretary for Tax Policy. Ken has been a tax lawyer for 47 years, and has served as the Chief of Staff of the Joint Committee on Taxation, and the Chief Republican Tax Counsel of the House Ways and Means Committee. Alexandra Preate will be the Senior Counselor to the Secretary. Alexandra is an accomplished executive in public relations, and has worked closely with former Director of the National Economic Council, Larry Kudlow, as well as my long-time economic advisors, Dr. Arthur B. Laffer and Stephen Moore. Hunter McMaster will serve as Director of Policy Planning. He is one of the leading macro traders in the business. Daniel Katz will serve as Chief of Staff. Dan is a Senior Fellow at the Manhattan Institute, and a graduate of Yale. During my First Term, Dan served as a Senior Advisor at the Treasury Department. Samantha Schwab will serve as Deputy Chief of Staff. Samantha joins the Treasury Department from the personnel team of the Trump-Vance Transition. In my First Term, Samantha served in the White House Office of Legislative Affairs…","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,90,None,,,Neutral,"tax lawyer, tax policy, Treasury Secretary","Announcement of Treasury team members including tax policy roles, but focused on domestic tax policy not international trade/tariffs"
2025-01-03_2,….Cora Alvi will serve as Deputy Chief of Staff. Cora most recently worked as the National Deputy Finance Director for,"January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,98,None,,,Neutral,,"|Incomplete tweet about Deputy Chief of Staff appointment, no trade/tariff content"
2025-01-03_3,"I am pleased to announce that Benjamin Leon Jr. will serve as the next United States Ambassador to Spain. Benjamin is a highly successful entrepreneur, equestrian, and philanthropist. He came to the U.S. from Communist Cuba at 16-years-old, with only Five Dollars in his pocket, and proceeded to build his company, Leon Medical Centers, into an incredible business. He has helped support many worthy causes, like La Liga Contra el Cancer, and important Medical Research at Johns Hopkins and Dana-Farber Cancer Institute. Benjamin has also invested in training our future doctors and nurses by supporting Miami-Dade College’s Benjamin Leon Jr. School of Nursing, and the Benjamin Leon Center for Geriatric Research and Education at Florida International University’s Herbert Wertheim College of Medicine. Congratulations Benjamin!","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,98,None,,,Neutral,,"|Ambassador to Spain appointment announcement, diplomatic role but no trade/tariff discussion"
2025-01-03_4,"I am pleased to announce that Joe Popolo will serve as the next United States Ambassador to the Netherlands. Joe is a successful businessman and philanthropist across many different sectors. For over 20 years, he helped transform the Freeman Company into the World’s leading live event brand experience company. He currently serves as Founder and CEO of Charles & Potomac Capital, LLC, the Chairman of the Board of Pinnacle Live, LLC, and, as a Board Member of Ondas Holdings. Joe is an E&Y Entrepreneur of the Year Award winner, and also a recipient of the Dallas Business Journal’s Most Admired CEO Award. He is a proud graduate of Boston College, a member of their Board of Regents, and also, a Patron of the Arts in the Vatican Museum. Congratulations Joe!","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_5,"Silhouette of a man with the text ""TRUMP WAS RIGHT"" overlaid in bold letters and ""About Everything"" in a script font below.","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_6,"You can't unroll it It's gonna stay in the wire, see it It's gonna stay in the wire, see it","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_7,"With the Biden “Open Border’s Policy” I said, many times during Rallies, and elsewhere, that Radical Islamic Terrorism, and other forms of violent crime, will become so bad in America that it will become hard to even imagine or believe. That time has come, only worse than ever imagined. Joe Biden is the WORST PRESIDENT IN THE HISTORY OF AMERICA, A COMPLETE AND TOTAL DISASTER. What he and his group of Election Interfering “thugs” have done to our Country will not soon be forgotten! MAGA","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_8,"Two men in a room with an American flag on the wall; one is seated at a desk with papers and a laptop, holding a tablet, while the other stands …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_9,"A dynamic and expressive painted portrait of a distinguished man in a suit and red tie, raising his fist amidst a crowd. The scene is filled with energetic brushstrokes and …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_10,"Our Country is a disaster, a laughing stock all over the World! This is what happens when you have OPEN BORDERS, with weak, ineffective, and virtually nonexistent leadership. The DOJ, FBI, and Democrat state and local prosecutors have not done their job. They are incompetent and corrupt, having spent all of their waking hours unlawfully attacking their political opponent, ME, rather than focusing on protecting Americans from the outside and inside violent SCUM that has infiltrated all aspects of our government, and our Nation itself. Democrats should be ashamed of themselves for allowing this to happen to our Country. The CIA must get involved, NOW, before it is too late. The USA is breaking down - A violent erosion of Safety, National Security, and Democracy is taking place all across our Nation. Only strength and powerful leadership will stop it. See you on January 20th. MAKE AMERICA GREAT AGAIN!","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_11,"Our Country is a disaster, a laughing stock all over the World! This is what happens when’s you have OPEN BORDERS, with weak, ineffective, and virtually nonexistent leadership. The DOJ, FBI, and Democrat state and local prosecutors have not done their job. They are incompetent and corrupt, having spent all of their waking hours unlawfully attacking their political opponent, ME, rather than focusing on protecting Americans from the outside and inside violent SCUM that has infiltrated all aspects of our government, and our Nation itself. Democrats should be ashamed of themselves for allowing this to happen to our Country. The CIA must get involved, NOW, before it is too late. The USA is breaking down - A violent erosion of Safety, National Security, and Democracy is taking place all across our Nation. Only strength and powerful leadership will stop it. See you on January 20th. MAKE AMERICA GREAT AGAIN!","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_12,"Graph of tariffs revenue as a percentage of total federal receipts from 1798 to 2023, showing high levels in the 19th century with significant declines after the 1930s. Tweet by …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_13,"Mayor Muriel Bowser's tweet about her meeting with President Donald Trump includes a statement discussing collaboration between local and federal governments, priorities for Washington, DC's development, and preparation …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,0,,,,,,"API error: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=60)"
2025-01-03_14,"With us, you are looking live right now at the president-elect and the first lady at Mar-a-Lago making their way into the ballroom for an event. There …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,95,None,,,Neutral,,|Event coverage showing Trump at Mar-a-Lago ballroom - no trade or tariff content
2025-01-03_15,"A person in a blue suit and red tie with a raised fist is in front of a backdrop featuring the year ""2025."" The image includes the text ""HAPPY NEW …","January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,95,None,,,Neutral,,|New Year image with Trump in suit - no trade or tariff content
2025-01-03_16,Happy New Year to all. It will be a great time for America!,"January 3, 2025, 12:15 AM",2025-01-03T00:15:00,2025-01-03,@realDonaldTrump,Truth Social,2025-10-18T17:14:09.072508,,0,0,False,95,None,,,Neutral,,|Generic New Year greeting - no trade or tariff content
2025-01-05_0,"D.A. Alvin Bragg never wanted to bring this lawless case against me. He was furious at the way it was handled, and especially angry at MARK POMERANTZ for his behavior, and what he did. Ultimately, the Biden/Harris DOJ forced Bragg to concoct anything to embarrass TRUMP. But it was even more so what the CORRUPT and TOTALLY CONFLICTED POLITICAL HACK Judge did, and is doing, on this sham trial. I even have, STILL, an Unconstitutional Gag Order where I am not allowed to speak about the Judge’s highly disqualifying Conflicts of Interest. Virtually ever legal scholar and pundit says THERE IS NO (ZERO!) CASE AGAINST ME. The Judge fabricated the facts, and the law, no different than the other New York Judicial and Prosecutorial Witch Hunts. That’s why businesses are fleeing New York, taking with them millions of jobs, and BILLIONS OF DOLLARS IN TAXES. The legal system is broken, and businesses can’t take a chance in getting caught up in this quicksand. IT’S ALL RIGGED, in this case against a political opponent, ME!!!","January 5, 2025, 6:10 PM",2025-01-05T18:10:00,2025-01-05,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.555095,,0,0,False,90,None,,,Neutral,,|Legal case discussion about DA Alvin Bragg and DOJ - no trade or tariff content
2025-01-07_0,"RT @realamericasvoice👉📢BREAKING: TRUMP TO SPEAK AT MAR-A-LAGOStay tuned, as our @Brian is on the scene where @realDonaldTrump is expected to speak soon.STAY IN THE KNOW, EVEN ON THE GO! 🎯 PODCASTS NOW AVAILABLE FOR DOWNLOAD ON ALL YOUR FAVORITE PLATFORMS! https://americasvoice.news/podcasts/","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,95,None,,,Neutral,,|Retweet announcing Trump speech at Mar-a-Lago - no specific trade or tariff content indicated
2025-01-07_1,RT @RSBNLIVE: President-Elect Donald Trump will give his first remarks after the 2024 election certification at 11 am EST TODAY! Don't miss it‼️https://www.rsbnetwork.com/video/live-president-donald-j-trump-to-give-remarks-in-palm-beach-fl-1-7-25/,"January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,95,None,,,Neutral,,|Retweet about post-election certification remarks - no trade or tariff content
2025-01-07_2,"A group of six men stand together outdoors in a snowy landscape, with several wearing red ""Make America Great Again"" hats. One individual gives a thumbs-up, and they are …Snow-covered coastal village with colorful houses, rocky terrain, and a calm sea during sunset; scenic winter landscape.Three men standing in front of a large bronze statue wearing jackets. The statue is of a historical figure holding a staff, set against a clear sky.A group of people wearing red ""Make America Great Again"" hats are gathered in a warmly lit restaurant setting. They are posing together and appear to be enjoying the moment …","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,95,None,,,Neutral,,|Photo collection of Trump supporters in snowy locations with MAGA hats - no trade or tariff content
2025-01-07_4,"RT @RSBNLIVE: President-Elect Donald Trump will give his first remarks after the 2024 election certification at 11 am EST TODAY! Don't miss it‼️https://www.rsbnetwork.com/video/live-president-donald-j-trump-to-give-remarks-in-palm-beach-fl-1-7-25/RSBN@RSBN·January 7, 2025, 10:23 AMLIVE: President-Elect Donald Trump will give his first remarks after the 2024 election certification at 11 am EST TODAY! Don't miss it‼️https://www.rsbnetwork.com/video/live-president-donald-j-trump-to-give-remarks-in-palm-beach-fl-1-7-25/","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,95,None,,,Neutral,,|Duplicate retweet about Trump remarks - no trade or tariff content
2025-01-07_5,"Thanks for watching!Real America’s Voice@realamericasvoice·January 7, 2025, 9:37 AMAll right, welcome back everybody to American Center. I have some breaking news now. President-elect Trump set to hold a press conference. Where, of course? Well, Mar-a-Lago …","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,90,None,,,Neutral,,|Announcement of Trump press conference at Mar-a-Lago - no specific trade or tariff content indicated
2025-01-07_6,“Why Has Mar-a-Lago Become The “Capitol of The World” https://wabcradio.com/episode/why-has-mar-a-lago-become-the-capital-of-the-world-10-min/,"January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,90,None,,,Neutral,,"|Article link about Mar-a-Lago as ""Capitol of The World"" - general political significance, no specific trade or tariff content"
2025-01-07_7,"It is my great honor to announce that Joseph Nocella, Jr., will be the next United States Attorney for the Eastern District of New York. Judge Nocella has a strong record of bringing Law and Order to the incredible people of New York, serving as a Nassau County District Court Judge, and Family Court Judge. A proud graduate of Columbia Law School, he has also spent over ten years in private practice. Judge Nocella previously served as a law clerk to the Honorable Lawrence M. McKenna, United States District Judge for the Southern District of New York. He was also an Assistant U.S. Attorney for the Eastern District of New York from 1991 to 1995. Congratulations Judge Nocella!","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,95,None,,,Neutral,,"|Announcement of US Attorney appointment, no trade or tariff content"
2025-01-07_8,"Okay. So like if you could tell Trump anything, what would it be? Buy us. Buy Greenland? Buy Greenland. Why do you want Trump to buy Greenland? Because we don …","January 7, 2025, 10:45 AM",2025-01-07T10:45:00,2025-01-07,@realDonaldTrump,Truth Social,2025-10-18T17:14:04.516185,,0,0,False,98,None,,,Neutral,,"|Brief statement about Greenland purchase, no tariff or trade policy discussion"
